# The following file is a scattering cross section for chlorophyll taken from
# Bukata [1991]
#
# The respective columns are wavelength [nanometers] and specific 
# scattering [m^2/mg]
#
#
#
#
#wavelength     coef
711	0.071
712	0.0695
713	0.068
714	0.0665
715	0.065
716	0.0635
717	0.062
718	0.0605
719	0.059
720	0.0575
721	0.055
722	0.0525
723	0.05
724	0.0475
725	0.045
726	0.0425
727	0.04
728	0.0375
729	0.035
730	0.0325
731	0.03
732	0.0275
733	0.025
734	0.0225
735	0.02
736	0.0175
737	0.015
738	0.0125
739	0.011875
740	0.010555556
741	0.0095
742	0.008636364
743	0.007916667
744	0.007307692
745	0.006785714
746	0.006333333
747	0.0059375
748	0.005588235
749	0.005277778
750	0.005
751	0.00475
752	0.00452381
753	0.004318182
754	0.004130435
755	0.003958333
756	0.0038
757	0.003653846
758	0.003518519
759	0.003392857
760	0.003275862
761	0.003166667
762	0.003064516
763	0.00296875
764	0.002878788
765	0.002794118
766	0.002714286
767	0.002638889
768	0.002567568
769	0.0025
770	0.002435897
771	0.002375
772	0.002317073
773	0.002261905
774	0.002209302
775	0.002159091
776	0.002111111
777	0.002065217
778	0.002021277
779	0.001979167
780	0.001938776
781	0.0019
782	0.001862745
783	0.001826923
784	0.001792453
785	0.001759259
786	0.001727273
787	0.001696429
788	0.001666667
789	0.001637931
790	0.001610169
791	0.001583333
792	0.001557377
793	0.001532258
794	0.001507937
795	0.001484375
796	0.001461538
797	0.001439394
798	0.00141791
799	0.001397059
800	0.001376812
801	0.001357143
802	0.001338028
803	0.001319444
804	0.00130137
805	0.001283784
806	0.001266667
807	0.00125
808	0.001233766
809	0.001217949
810	0.001202532
811	0.0011875
812	0.00117284
813	0.001158537
814	0.001144578
815	0.001130952
816	0.001117647
817	0.001104651
818	0.001091954
819	0.001079545
820	0.001067416
821	0.001055556
822	0.001043956
823	0.001032609
824	0.001021505
825	0.001010638
826	0.001
827	0.000989583
828	0.000979381
829	0.000969388
830	0.000959596
831	0.00095
832	0.000940594
833	0.000931373
834	0.00092233
835	0.000913462
836	0.000904762
837	0.000896226
838	0.00088785
839	0.00087963
840	0.00087156
841	0.000863636
842	0.000855856
843	0.000848214
844	0.000840708
845	0.000833333
846	0.000826087
847	0.000818966
848	0.000811966
849	0.000805085
850	0.000798319
851	0.000791667
852	0.000785124
853	0.000778689
854	0.000772358
855	0.000766129
856	0.00076
857	0.000753968
858	0.000748031
859	0.000742188
860	0.000736434
861	0.000730769
862	0.000725191
863	0.000719697
864	0.000714286
865	0.000708955
866	0.000703704
867	0.000698529
868	0.000693431
869	0.000688406
870	0.000683453
871	0.000678571
872	0.000673759
873	0.000669014
874	0.000664336
875	0.000659722
876	0.000655172
877	0.000650685
878	0.000646259
879	0.000641892
880	0.000637584
881	0.000633333
882	0.000629139
883	0.000625
884	0.000620915
885	0.000616883
886	0.000612903
887	0.000608974
888	0.000605096
889	0.000601266
890	0.000597484
891	0.00059375
892	0.000590062
893	0.00058642
894	0.000582822
895	0.000579268
896	0.000575758
897	0.000572289
898	0.000568862
899	0.000565476
900	0.00056213
901	0.000558824
902	0.000555556
903	0.000552326
904	0.000549133
905	0.000545977
906	0.000542857
907	0.000539773
908	0.000536723
909	0.000533708
910	0.000530726
911	0.000527778
912	0.000524862
913	0.000521978
914	0.000519126
915	0.000516304
916	0.000513514
917	0.000510753
918	0.000508021
919	0.000505319
920	0.000502646
921	0.0005
922	0.000497382
923	0.000494792
924	0.000492228
925	0.000489691
926	0.000487179
927	0.000484694
928	0.000482234
929	0.000479798
930	0.000477387
931	0.000475
932	0.000472637
933	0.000470297
934	0.00046798
935	0.000465686
936	0.000463415
937	0.000461165
938	0.000458937
939	0.000456731
940	0.000454545
941	0.000452381
942	0.000450237
943	0.000448113
944	0.000446009
945	0.000443925
946	0.00044186
947	0.000439815
948	0.000437788
949	0.00043578
950	0.00043379
-1	-1
